title,genres,id,keywords,original_language,popularity,release_date,revenue,runtime,vote_average,cast,budget
The Matrix Revolutions,Adventure Action Thriller Science Fiction,605,saving the world artificial intelligence man vs machine flying philosophy,en,73.313918,05-11-2003,424988211,129,6.4,Keanu Reeves Laurence Fishburne Carrie-Anne Moss Hugo Weaving Mary Alice,150000000
Frozen,Animation Adventure Family,109445,queen musical princess betrayal snowman,en,165.125366,27-11-2013,1274219009,102,7.3,Kristen Bell Idina Menzel Jonathan Groff Josh Gad Santino Fontana,150000000
The Matrix Reloaded,Adventure Action Thriller Science Fiction,604,saving the world artificial intelligence man vs machine martial arts kung fu,en,70.78591,15-05-2003,738599701,138,6.7,Keanu Reeves Carrie-Anne Moss Laurence Fishburne Hugo Weaving Helmut Bakaitis,150000000
Thor: The Dark World,Action Adventure Fantasy,76338,marvel comic superhero based on comic book hostile takeover norse mythology,en,99.499595,29-10-2013,644571402,112,6.8,Chris Hemsworth Natalie Portman Tom Hiddleston Anthony Hopkins Christopher Eccleston,170000000
Mad Max: Fury Road,Action Adventure Science Fiction Thriller,76341,future chase post-apocalyptic dystopia australia,en,434.278564,13-05-2015,378858340,120,7.2,Tom Hardy Charlize Theron Nicholas Hoult Hugh Keays-Byrne Josh Helman,150000000
Angels & Demons,Thriller Mystery,13448,rome vatican based on novel symbolism christian,en,67.447636,13-05-2009,356613439,138,6.5,Tom Hanks Ewan McGregor Ayelet Zurer Stellan Skarsg\u00e5rd Pierfrancesco Favino,150000000
Thor,Adventure Fantasy Action,10195,new mexico banishment shield marvel comic hammer,en,86.493424,21-04-2011,449326618,115,6.6,Chris Hemsworth Natalie Portman Tom Hiddleston Anthony Hopkins Stellan Skarsg\u00e5rd,150000000
Bolt,Animation Family Adventure Comedy,13053,hamster kids and family animal cat vs dog duringcreditsstinger,en,41.845878,21-11-2008,309979994,98,6.3,John Travolta Miley Cyrus Susie Essman Mark Walton Malcolm McDowell,150000000
G-Force,Fantasy Action Adventure Family Comedy,19585,dyr duringcreditsstinger,en,26.710398,21-07-2009,292817841,88,5.1,Sam Rockwell Pen\u00e9lope Cruz Tracy Morgan Jon Favreau Steve Buscemi,150000000
Wrath of the Titans,Adventure,57165,underworld hades mythology greek mythology zeus,en,44.927635,27-03-2012,301000000,99,5.5,Sam Worthington Liam Neeson Ralph Fiennes Edgar Ram\u00edrez Toby Kebbell,150000000
Dark Shadows,Comedy Fantasy,62213,witch imprisonment vampire curse fish out of water,en,50.306728,08-05-2012,245527149,113,5.7,Johnny Depp Michelle Pfeiffer Helena Bonham Carter Jackie Earle Haley Jonny Lee Miller,150000000
Mission: Impossible - Rogue Nation,Action Adventure Thriller,177677,london england spy austria villain sequel,en,114.522237,23-07-2015,682330139,131,7.1,Tom Cruise Rebecca Ferguson Simon Pegg Jeremy Renner Ving Rhames,150000000
The Wolfman,Drama Horror Thriller,7978,father son relationship victorian england remake rural setting werewolf,en,21.214571,11-02-2010,0,102,5.5,Benicio del Toro Anthony Hopkins Emily Blunt Hugo Weaving Cristina Contes,150000000
Bee Movie,Family Animation Adventure Comedy,5559,factory worker tennis flower florist flower shop,en,29.332905,28-10-2007,287594577,91,5.7,Jerry Seinfeld Ren\u00e9e Zellweger Jim Cummings Matthew Broderick Patrick Warburton,150000000
Kung Fu Panda 2,Animation Family,49444,martial arts hope fleet panda mission,en,51.247321,25-05-2011,665692281,91,6.7,Jack Black Angelina Jolie Dustin Hoffman Gary Oldman Jackie Chan,150000000
The Last Airbender,Action Adventure Family Fantasy,10196,fire ice war ship prince kingdom,en,33.769336,30-06-2010,318502923,103,4.7,Noah Ringer Nicola Peltz Jackson Rathbone Dev Patel Shaun Toub,150000000
Mission: Impossible III,Adventure Action Thriller,956,berlin cia vatican white house secret identity,en,63.079003,03-05-2006,397850012,126,6.5,Tom Cruise Philip Seymour Hoffman Ving Rhames Billy Crudup Jonathan Rhys Meyers,150000000
White House Down,Action Drama Thriller,117251,usa president conspiracy secret service the white house,en,39.004588,27-06-2013,205366737,131,6.4,Channing Tatum Jamie Foxx Joey King Maggie Gyllenhaal Richard Jenkins,150000000
Mars Needs Moms,Adventure Animation Family,50321,boy alien rescue martian alien abduction,en,12.362599,09-03-2011,38992758,88,5.5,Seth Green Joan Cusack Dan Fogler Breckin Meyer Elisabeth Harnois,150000000
Flushed Away,Adventure Animation Comedy Family,11619,london england underworld return ship frog,en,22.550135,22-10-2006,64459316,85,6,Hugh Jackman Kate Winslet Ian McKellen Jean Reno Bill Nighy,149000000
Pan,Adventure Family Fantasy,266647,flying magic fairy tale peter pan mermaid,en,48.03528,24-09-2015,128388320,111,5.9,Levi Miller Garrett Hedlund Hugh Jackman Rooney Mara Amanda Seyfried,150000000
Mr. Peabody & Sherman,Animation Adventure Family,82703,father son relationship egypt intelligence adoption time travel,en,38.73494,07-02-2014,272912430,92,6.7,Ty Burrell Max Charles Ariel Winter Allison Janney Ellie Kemper,145000000
Troy,Adventure Drama War,652,brother brother relationship adultery mythology beauty trojan war,en,66.803149,13-05-2004,497409852,163,6.9,Brad Pitt Orlando Bloom Eric Bana Brian Cox Sean Bean,175000000
Madagascar 3: Europe's Most Wanted,Animation Family,80321,madagascar 3d,en,44.989192,06-06-2012,746921274,93,6.4,Ben Stiller Sacha Baron Cohen David Schwimmer Frances McDormand Chris Rock,145000000
Die Another Day,Adventure Action Thriller,36669,laser british secret service secret service agent space based weapon,en,54.159392,17-11-2002,431971116,133,5.8,Pierce Brosnan Halle Berry Rosamund Pike Rick Yune Toby Stephens,140000000
Ghostbusters,Action Fantasy Comedy,43074,female friendship ghost hunting reboot ghost,en,66.21806,14-07-2016,229147509,116,5.3,Melissa McCarthy Kristen Wiig Kate McKinnon Leslie Jones Chris Hemsworth,144000000
Armageddon,Action Thriller Science Fiction Adventure,95,saving the world paris moon cataclysm asteroid,en,58.485967,01-07-1998,553799566,151,6.4,Bruce Willis Billy Bob Thornton Ben Affleck Liv Tyler Will Patton,140000000
Men in Black II,Action Adventure Comedy Science Fiction,608,saving the world secret identity sun glasses undercover space marine,en,91.332849,03-07-2002,441818803,88,6,Tommy Lee Jones Will Smith Rip Torn Lara Flynn Boyle Johnny Knoxville,140000000
Beowulf,Adventure Action Animation,2310,denmark nordic mythology lie pride and vanity folk hero,en,35.601665,05-11-2007,195735876,115,5.5,Ray Winstone Angelina Jolie Anthony Hopkins Robin Wright John Malkovich,70000000
Kung Fu Panda 3,Action Adventure Animation Comedy Family,140300,china martial arts kung fu village panda,en,56.747978,23-01-2016,521170825,95,6.7,Jack Black Bryan Cranston Dustin Hoffman Angelina Jolie J.K. Simmons,145000000
Mission: Impossible - Ghost Protocol,Action Thriller Adventure,56292,fight sequel mission explosion broken arm,en,77.77477,07-12-2011,694713380,133,6.8,Tom Cruise Jeremy Renner Simon Pegg Paula Patton Anil Kapoor,145000000
Rise of the Guardians,Fantasy Animation Family,81188,dream santa claus nightmare easter bunny tooth fairy,en,61.788035,21-11-2012,306941670,97,7.1,Chris Pine Alec Baldwin Jude Law Isla Fisher Hugh Jackman,145000000
Fun with Dick and Jane,Comedy,7552,based on novel desperation robber hold-up robbery remake,en,25.159168,21-12-2005,202026112,90,5.9,Jim Carrey T\u00e9a Leoni Alec Baldwin Richard Jenkins Angie Harmon,100000000
The Last Samurai,Drama Action War History,616,japan war crimes sense of guilt swordplay general,en,52.341226,05-12-2003,456758981,154,7.3,Tom Cruise Ken Watanabe William Atherton Chad Lindberg Billy Connolly,140000000
Exodus: Gods and Kings,Adventure Drama Action,147441,moses bible ancient egypt 3d ramses,en,101.599427,03-12-2014,268031828,150,5.6,Christian Bale Joel Edgerton John Turturro Aaron Paul Ben Mendelsohn,140000000
Star Trek,Science Fiction Action Adventure,13475,spacecraft teleportation space mission parachute time travel,en,73.616808,06-05-2009,385680446,127,7.4,Chris Pine Zachary Quinto Leonard Nimoy Eric Bana Bruce Greenwood,150000000
Spider-Man,Fantasy Action,557,loss of lover spider thanksgiving bad boss hostility,en,82.502566,01-05-2002,821708551,121,6.8,Tobey Maguire Willem Dafoe Kirsten Dunst James Franco Cliff Robertson,139000000
How to Train Your Dragon 2,Fantasy Action Adventure Animation Comedy,82702,father son relationship wife husband relationship sacrifice viking sequel,en,100.21391,12-06-2014,609123048,102,7.6,Jay Baruchel Gerard Butler Kristen Wiig Jonah Hill Cate Blanchett,145000000
Gods of Egypt,Fantasy,205584,egypt underworld fight mythology nile,en,56.257249,25-02-2016,150680864,127,5.3,Brenton Thwaites Nikolaj Coster-Waldau Gerard Butler Courtney Eaton Elodie Yung,140000000
Stealth,Action,10048,artificial intelligence u.s. navy aftercreditsstinger,en,17.88953,28-07-2005,76932943,121,4.9,Josh Lucas Jessica Biel Jamie Foxx Sam Shepard Richard Roxburgh,135000000
Watchmen,Action Mystery Science Fiction,13183,dc comics secret identity mass murder retirement based on comic book,en,64.798873,05-03-2009,185258983,163,7,Malin \u00c5kerman Billy Crudup Carla Gugino Jeffrey Dean Morgan Patrick Wilson,130000000
Lethal Weapon 4,Action Adventure Comedy Crime Thriller,944,lapd house on fire revolver,en,24.855701,10-07-1998,285444603,127,6.3,Mel Gibson Danny Glover Joe Pesci Rene Russo Jet Li,140000000
Hulk,Drama Action Science Fiction,1927,california san francisco monster general gun,en,34.981698,19-06-2003,245360480,138,5.3,Eric Bana Jennifer Connelly Sam Elliott Josh Lucas Nick Nolte,137000000
G.I. Joe: Retaliation,Adventure Action Science Fiction Thriller,72559,terror assassin secret technology missile,en,59.325589,26-03-2013,371876278,110,5.4,Dwayne Johnson D.J. Cotrona Adrianne Palicki Bruce Willis Ray Park,130000000
Sahara,Action Adventure Comedy Drama Mystery,7364,tyrant ironclad ship,en,21.605568,06-04-2005,119269486,124,5.7,Matthew McConaughey Pen\u00e9lope Cruz Steve Zahn William H. Macy Lennie James,130000000
Final Fantasy: The Spirits Within,Adventure Action Animation Fantasy Science Fiction,2114,battle assignment dystopia alien downfall scientist,en,26.074908,02-07-2001,85131830,106,5.9,Donald Sutherland Ming-Na Wen Alec Baldwin Ving Rhames Steve Buscemi,137000000
Captain America: The First Avenger,Action Adventure Science Fiction,1771,new york usa world war ii nazis marvel comic,en,74.506246,22-07-2011,370569774,124,6.6,Chris Evans Hugo Weaving Tommy Lee Jones Hayley Atwell Sebastian Stan,140000000
The World Is Not Enough,Adventure Action Thriller,36643,british mission oil heiress bilbao spain,en,39.604363,08-11-1999,361832400,128,6,Pierce Brosnan Sophie Marceau Robert Carlyle Denise Richards Robbie Coltrane,135000000
Master and Commander: The Far Side of the World,Adventure,8619,naturalist frigate self surgery sea battle weevil,en,36.973031,14-11-2003,212011111,138,6.9,Russell Crowe Paul Bettany James D'Arcy Billy Boyd Joseph Morgan,150000000
The Twilight Saga: Breaking Dawn - Part 2,Adventure Fantasy Drama Romance,50620,vampire romance villainess super strength imprinting,en,99.687084,13-11-2012,829000000,115,6.1,Kristen Stewart Robert Pattinson Taylor Lautner Peter Facinelli Elizabeth Reaser,120000000
Happy Feet Two,Animation Comedy Family,65759,penguin musical aftercreditsstinger 3d,en,17.7735,17-11-2011,150406466,100,5.8,Elijah Wood Robin Williams Pink E.G. Daily Johnny A. Sanchez,130000000
The Incredible Hulk,Science Fiction Action Adventure,1724,new york rio de janeiro marvel comic superhero based on comic book,en,62.898336,12-06-2008,163712074,114,6.1,Edward Norton Liv Tyler Tim Roth William Hurt Tim Blake Nelson,150000000
The BFG,Adventure Family Fantasy,267935,london england england based on novel queen little girl,en,44.19092,01-06-2016,183345589,120,6,Ruby Barnhill Mark Rylance Rebecca Hall Jemaine Clement Bill Hader,140000000
The Revenant,Western Drama Adventure Thriller,281957,father son relationship rape based on novel mountains winter,en,100.635882,25-12-2015,532950503,156,7.3,Leonardo DiCaprio Tom Hardy Will Poulter Domhnall Gleeson Paul Anderson,135000000
Turbo,Animation Family,77950,underdog car race dream speed power,en,44.765377,11-07-2013,282570682,96,6.1,Ryan Reynolds Paul Giamatti Michael Pe\u00f1a Samuel L. Jackson Luis Guzm\u00e1n,135000000
Rango,Animation Comedy Family Western Adventure,44896,sheriff nevada pet rango chameleon,en,29.91353,02-03-2011,245724603,107,6.6,Johnny Depp Isla Fisher Ned Beatty Bill Nighy Alfred Molina,135000000
Penguins of Madagascar,Family Animation Adventure Comedy,270946,penguin madagascar 3d,en,84.366984,22-11-2014,373552094,92,6.5,Tom McGrath Chris Miller Christopher Knights Conrad Vernon John Malkovich,132000000
The Bourne Ultimatum,Action Drama Mystery Thriller,2503,paris corruption madrid assassin based on novel,en,45.381501,03-08-2007,442824138,115,7.3,Matt Damon Julia Stiles David Strathairn Scott Glenn Paddy Considine,70000000
Kung Fu Panda,Adventure Animation Family Comedy,9502,china martial arts kung fu mentor snake,en,84.689648,04-06-2008,631744560,90,6.9,Jack Black Dustin Hoffman Angelina Jolie Jackie Chan Lucy Liu,130000000
Ant-Man,Science Fiction Action Adventure,102899,marvel comic superhero based on comic book aftercreditsstinger duringcreditsstinger,en,120.09361,14-07-2015,519311965,117,7,Paul Rudd Michael Douglas Evangeline Lilly Corey Stoll Bobby Cannavale,130000000
The Hunger Games: Catching Fire,Adventure Action Science Fiction,101299,competition based on novel mentor secret factory,en,76.310119,15-11-2013,847423452,146,7.4,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,130000000
Home,Fantasy Comedy Animation Science Fiction Family,228161,friendship spaceship space alien alien invasion,en,63.473086,18-03-2015,368871007,94,6.8,Jim Parsons Rihanna Steve Martin Jennifer Lopez Matt Jones,135000000
War of the Worlds,Adventure Thriller Science Fiction,74,post traumatic stress  disorder new jersey airplane dystopia daughter,en,48.572726,28-06-2005,591739379,116,6.2,Tom Cruise Dakota Fanning Miranda Otto Justin Chatwin Tim Robbins,132000000
Bad Boys II,Adventure Action Comedy Thriller Crime,8961,miami ku klux klan cuba undercover mexican standoff,en,38.068736,18-07-2003,273339556,147,6.3,Martin Lawrence Will Smith Jordi Moll\u00e0 Gabrielle Union Peter Stormare,130000000
Puss in Boots,Action Adventure Animation Family Fantasy,417859,adventure fairy-tale figure,en,20.678787,28-10-2011,554987477,90,6.4,Antonio Banderas Salma Hayek Zach Galifianakis Billy Bob Thornton Amy Sedaris,130000000
Salt,Action Mystery Thriller,27576,assassination spy cia kidnapping cold war,en,48.829437,21-07-2010,293329073,100,6.2,Angelina Jolie Liev Schreiber Chiwetel Ejiofor Daniel Olbrychski August Diehl,110000000
Noah,Drama Adventure,86834,bible god noah 3d,en,46.115758,20-03-2014,362637473,139,5.6,Russell Crowe Jennifer Connelly Emma Watson Logan Lerman Anthony Hopkins,125000000
The Adventures of Tintin,Adventure Animation Mystery,17578,riddle captain treasure liquor treasure hunt,en,89.938296,25-10-2011,371940071,107,6.7,Jamie Bell Andy Serkis Daniel Craig Nick Frost Simon Pegg,130000000
Harry Potter and the Prisoner of Azkaban,Adventure Fantasy Family,673,flying traitor magic cutting the cord child hero,en,79.679601,31-05-2004,789804554,141,7.7,Daniel Radcliffe Rupert Grint Emma Watson Gary Oldman David Thewlis,130000000
Australia,Drama,6972,missionary world war ii ranch australia british,en,28.840997,18-11-2008,49554002,165,6.3,Nicole Kidman Hugh Jackman Essie Davis David Wenham Bryan Brown,130000000
After Earth,Science Fiction Action Adventure,82700,dystopia,en,42.840582,30-05-2013,243843127,100,5,Jaden Smith Will Smith Sophie Okonedo Zo\u00eb Kravitz Glenn Morshower,130000000
Dinosaur,Animation Family,10567,cataclysm asteroid leader comet animation,en,26.548594,19-05-2000,354248063,82,6.2,D. B. Sweeney Alfre Woodard Ossie Davis Max Casella Hayden Panettiere,127500000
Night at the Museum: Secret of the Tomb,Adventure Comedy Fantasy Family,181533,night watchman museum natural history history smithsonian,en,115.597753,17-12-2014,349424282,97,6.1,Ben Stiller Rami Malek Rebel Wilson Robin Williams Owen Wilson,127000000
Megamind,Animation Action Comedy Family Science Fiction,38055,saving the world date prison secret identity fish,en,68.757242,28-10-2010,321887208,95,6.7,Will Ferrell Brad Pitt Tina Fey Jonah Hill David Cross,130000000
